Loyalty Number,Country,Province,City,Gender,Education,Salary,salary_missing,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,tenure_years,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_redeemed,active_months,pct_months_active,avg_flights_per_active_month,flight_volatility,redemption_rate,has_redeemed,recency_months,h1_flights,h2_flights,momentum,redemption_momentum,distance_per_flight,hard_churn,behavioral_churn,blended_churn,total_flights_outcome,in_cohort,in_training_cohort,was_active_2017
997654,Canada,British Columbia,Vancouver,Male,Bachelor,70370.0,0,Married,Nova,14566.09,Standard,2015,5,2.6694045174537986,17.0,26089.0,26089.0,390.0,70.0,7.0,0.5833333333333334,2.4285714285714284,1.729862492345632,0.014948829008394343,1.0,2.0,7.0,10.0,3.0,-390.0,1534.6470588235295,0,0,0,13,1,1,1
832921,Canada,Ontario,Kingston,Male,College,,1,Married,Nova,14585.38,Standard,2013,3,4.8350444900752905,28.0,46283.0,46283.0,552.0,99.0,9.0,0.75,3.111111111111111,1.7232808737106584,0.011926625326793856,1.0,0.0,14.0,14.0,0.0,552.0,1652.9642857142858,0,0,0,20,1,1,1
324900,Canada,British Columbia,Vancouver,Female,Bachelor,65746.0,0,Divorced,Nova,14590.25,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1,0,0
572668,Canada,Ontario,Toronto,Female,Bachelor,65746.0,0,Divorced,Nova,14590.25,Standard,2015,9,2.3326488706365502,18.0,28515.0,28515.0,0.0,0.0,7.0,0.5833333333333334,2.5714285714285716,1.6787441193290353,0.0,0.0,0.0,5.0,13.0,8.0,0.0,1584.1666666666667,0,0,0,13,1,1,1
185774,Canada,Ontario,London,Male,Doctor,270138.0,0,Married,Nova,14594.45,Standard,2017,2,0.9117043121149897,19.0,19245.0,19245.0,0.0,0.0,6.0,0.5,3.1666666666666665,1.8319554050414562,0.0,0.0,0.0,7.0,12.0,5.0,0.0,1012.8947368421053,0,0,0,29,1,1,1
170534,Canada,Ontario,Kingston,Female,Bachelor,78692.0,0,Single,Nova,14628.5,Standard,2012,6,5.582477754962355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0
111022,Canada,Manitoba,Winnipeg,Female,College,,1,Divorced,Nova,14635.45,Standard,2013,2,4.91170431211499,14.0,20800.0,20800.0,1095.0,197.0,5.0,0.4166666666666667,2.8,1.8504708655481243,0.05264423076923077,1.0,1.0,8.0,6.0,-2.0,1095.0,1485.7142857142858,0,0,0,14,1,1,1
419377,Canada,Manitoba,Winnipeg,Male,College,,1,Divorced,Nova,14635.45,Standard,2013,1,4.996577686516085,15.0,23519.0,23519.0,590.0,106.0,9.0,0.75,1.6666666666666667,1.0552897060221726,0.025086100599515285,1.0,0.0,7.0,8.0,1.0,-590.0,1567.9333333333334,0,0,0,19,1,1,1
797078,Canada,Quebec,Montreal,Female,College,,1,Divorced,Nova,14635.45,Standard,2013,1,4.996577686516085,15.0,21562.0,21562.0,1073.0,193.0,7.0,0.5833333333333334,2.142857142857143,1.2154310870109943,0.04976347277618032,1.0,0.0,7.0,8.0,1.0,1073.0,1437.4666666666667,0,0,0,20,1,1,1
428757,Canada,Yukon,Whitehorse,Female,College,,1,Single,Nova,14641.52,Standard,2013,1,4.996577686516085,24.0,32234.0,32234.0,1074.0,193.0,8.0,0.6666666666666666,3.0,1.7580981459830651,0.03331885586647639,1.0,1.0,15.0,9.0,-6.0,-30.0,1343.0833333333333,0,0,0,16,1,1,1
131560,Canada,Ontario,Sudbury,Female,Bachelor,74027.0,0,Married,Nova,14642.14,Standard,2012,9,5.330595482546201,17.0,34390.0,34390.0,1130.0,204.0,7.0,0.5833333333333334,2.4285714285714284,1.378954368902449,0.032858389066589125,1.0,1.0,13.0,4.0,-9.0,24.0,2022.9411764705883,0,0,0,16,1,1,1
963690,Canada,Ontario,Ottawa,Male,Bachelor,86726.0,0,Married,Nova,14651.62,Standard,2017,12,0.08213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22,1,1,0
277094,Canada,Nova Scotia,Halifax,Male,Bachelor,98507.0,0,Divorced,Nova,14663.2,Standard,2012,11,5.163586584531143,16.0,16872.0,16872.0,561.0,101.0,8.0,0.6666666666666666,2.0,1.1547005383792517,0.03325035561877667,1.0,1.0,9.0,7.0,-2.0,561.0,1054.5,0,0,0,18,1,1,1
696096,Canada,Quebec,Quebec City,Male,Bachelor,98507.0,0,Divorced,Nova,14663.2,Standard,2016,10,1.2484599589322383,16.0,24289.0,24289.0,0.0,0.0,6.0,0.5,2.6666666666666665,1.6143297699232975,0.0,0.0,0.0,4.0,12.0,8.0,0.0,1518.0625,0,0,0,20,1,1,1
174925,Canada,British Columbia,Whistler,Male,College,,1,Single,Nova,14666.23,Standard,2014,7,3.5017111567419574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
717359,Canada,Quebec,Montreal,Male,College,,1,Single,Nova,14666.23,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13,1,0,0
518834,Canada,British Columbia,Vancouver,Male,College,,1,Single,Nova,14687.08,Standard,2014,4,3.7508555783709787,17.0,17649.0,17649.0,0.0,0.0,5.0,0.4166666666666667,3.4,1.8809249819912508,0.0,0.0,0.0,10.0,7.0,-3.0,0.0,1038.1764705882354,0,0,0,19,1,1,1
539125,Canada,Ontario,Toronto,Female,Bachelor,65088.0,0,Married,Nova,14696.64,Standard,2014,2,3.912388774811773,18.0,26647.0,26647.0,0.0,0.0,8.0,0.6666666666666666,2.25,1.381698559415515,0.0,0.0,1.0,6.0,12.0,6.0,0.0,1480.388888888889,1,0,1,17,1,1,1
399372,Canada,Quebec,Hull,Male,Bachelor,53636.0,0,Married,Nova,14700.5,Standard,2013,1,4.996577686516085,17.0,26745.0,26745.0,543.0,98.0,7.0,0.5833333333333334,2.4285714285714284,1.5642792899510296,0.020302860347728546,1.0,0.0,7.0,10.0,3.0,-543.0,1573.235294117647,0,0,0,15,1,1,1
845807,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,14703.13,Standard,2014,11,3.164955509924709,18.0,26336.0,26336.0,1664.0,299.0,6.0,0.5,3.0,1.9306145983268455,0.06318347509113001,1.0,1.0,10.0,8.0,-2.0,-748.0,1463.111111111111,0,0,0,12,1,1,1
969586,Canada,British Columbia,Vancouver,Female,Doctor,209913.0,0,Married,Nova,14710.43,Standard,2018,6,0.0,30.0,46807.0,46807.0,1130.0,204.0,8.0,0.6666666666666666,3.75,2.354878881270658,0.024141688209028563,1.0,0.0,7.0,23.0,16.0,1130.0,1560.2333333333333,0,0,0,21,1,0,1
556164,Canada,Ontario,Kingston,Female,College,,1,Single,Nova,14713.52,Standard,2017,1,0.9965776865160849,10.0,10309.0,10309.0,0.0,0.0,5.0,0.4166666666666667,2.0,1.1146408580454255,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1030.9,0,0,0,17,1,1,1
345572,Canada,British Columbia,Victoria,Female,Bachelor,73077.0,0,Married,Nova,14718.12,Standard,2013,11,4.164271047227926,24.0,37737.0,37737.0,1320.0,237.0,8.0,0.6666666666666666,3.0,1.7580981459830651,0.03497893314253915,1.0,0.0,5.0,19.0,14.0,1320.0,1572.375,0,0,0,17,1,1,1
428853,Canada,Ontario,Thunder Bay,Male,College,,1,Single,Nova,4940.94,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,0,0
888049,Canada,Yukon,Whitehorse,Female,Bachelor,51288.0,0,Single,Nova,14754.36,Standard,2017,2,0.9117043121149897,16.0,21421.0,21421.0,0.0,0.0,7.0,0.5833333333333334,2.2857142857142856,1.4354811251305468,0.0,0.0,0.0,5.0,11.0,6.0,0.0,1338.8125,0,0,0,20,1,1,1
184456,Canada,Quebec,Quebec City,Male,Bachelor,69824.0,0,Divorced,Nova,14789.62,Standard,2012,9,5.330595482546201,24.0,32903.0,32903.0,0.0,0.0,10.0,0.8333333333333334,2.4,1.348399724926484,0.0,0.0,0.0,13.0,11.0,-2.0,0.0,1370.9583333333333,0,0,0,11,1,1,1
873426,Canada,Ontario,Toronto,Female,Bachelor,62230.0,0,Married,Nova,14808.06,Standard,2017,12,0.08213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0
334324,Canada,Ontario,Sudbury,Female,College,,1,Divorced,Nova,14816.95,Standard,2017,3,0.8350444900752909,14.0,27746.0,27746.0,0.0,0.0,5.0,0.4166666666666667,2.8,1.7494587907710375,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1981.857142857143,0,0,0,13,1,1,1
396867,Canada,Ontario,Toronto,Female,College,,1,Married,Nova,14827.91,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,0,0
865798,Canada,Ontario,London,Female,College,,1,Single,Nova,14837.5,Standard,2015,12,2.083504449007529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
496675,Canada,Ontario,Ottawa,Female,Bachelor,67880.0,0,Married,Nova,4971.73,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,1,0,0
265566,Canada,Manitoba,Winnipeg,Female,Bachelor,59639.0,0,Married,Nova,14854.2,Standard,2015,11,2.1656399726214923,19.0,28113.0,28113.0,1109.0,200.0,6.0,0.5,3.1666666666666665,2.0652243256245835,0.03944794223313058,1.0,0.0,8.0,11.0,3.0,1109.0,1479.6315789473683,0,0,0,12,1,1,1
301301,Canada,Ontario,Toronto,Female,Bachelor,49673.0,0,Married,Nova,14866.45,Standard,2012,7,5.500342231348392,24.0,44527.0,44527.0,0.0,0.0,9.0,0.75,2.6666666666666665,1.8586407545691703,0.0,0.0,1.0,11.0,13.0,2.0,0.0,1855.2916666666667,0,0,0,13,1,1,1
931914,Canada,British Columbia,Dawson Creek,Female,Bachelor,49673.0,0,Married,Nova,14866.45,Standard,2013,8,4.41615331964408,23.0,35329.0,35329.0,1107.0,200.0,8.0,0.6666666666666666,2.875,1.8319554050414562,0.031334031532169036,1.0,0.0,13.0,10.0,-3.0,367.0,1536.0434782608695,0,0,0,27,1,1,1
556865,Canada,British Columbia,Vancouver,Male,Bachelor,98637.0,0,Married,Nova,14886.71,Standard,2017,8,0.4161533196440794,3.0,5992.0,5992.0,0.0,0.0,2.0,0.16666666666666666,1.5,0.621581560508061,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1997.3333333333333,0,0,0,21,1,1,1
230693,Canada,Ontario,Trenton,Male,Bachelor,65540.0,0,Married,Nova,14914.53,Standard,2013,9,4.331279945242985,16.0,25852.0,25852.0,1329.0,239.0,6.0,0.5,2.6666666666666665,1.6696942198734437,0.051408014853783074,1.0,0.0,8.0,8.0,0.0,-241.0,1615.75,0,0,0,21,1,1,1
810693,Canada,New Brunswick,Moncton,Male,Doctor,211255.0,0,Married,Nova,14941.9,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15,1,0,0
921903,Canada,Quebec,Tremblant,Male,Doctor,211255.0,0,Married,Nova,14941.9,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
185857,Canada,Ontario,Toronto,Female,Bachelor,48107.0,0,Single,Nova,14947.92,Standard,2012,8,5.415468856947296,17.0,20321.0,20321.0,1147.0,206.0,8.0,0.6666666666666666,2.125,1.6764862244009227,0.05644407263422076,1.0,2.0,5.0,12.0,7.0,-1147.0,1195.3529411764705,0,0,0,27,1,1,1
947001,Canada,British Columbia,Vancouver,Female,Bachelor,48107.0,0,Single,Nova,14947.92,Standard,2014,10,3.249828884325804,28.0,43020.0,43020.0,1377.0,248.0,10.0,0.8333333333333334,2.8,1.6143297699232972,0.03200836820083682,1.0,0.0,14.0,14.0,0.0,-371.0,1536.4285714285713,0,0,0,21,1,1,1
156980,Canada,British Columbia,Vancouver,Female,College,,1,Married,Nova,14962.37,Standard,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16,1,0,0
336724,Canada,Ontario,Toronto,Female,Bachelor,94323.0,0,Married,Nova,14970.29,Standard,2015,9,2.3326488706365502,19.0,26412.0,26412.0,432.0,78.0,7.0,0.5833333333333334,2.7142857142857144,1.880924981991251,0.01635620172648796,1.0,3.0,13.0,6.0,-7.0,432.0,1390.1052631578948,0,0,0,20,1,1,1
389081,Canada,British Columbia,Vancouver,Male,Bachelor,94323.0,0,Married,Nova,14970.29,Standard,2015,7,2.5023956194387407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
859730,Canada,Alberta,Banff,Male,Bachelor,52587.0,0,Single,Nova,15023.6,Standard,2015,8,2.4175222450376452,21.0,30852.0,30852.0,1740.0,313.0,7.0,0.5833333333333334,3.0,1.9128750375000738,0.056398288603656165,1.0,0.0,7.0,14.0,7.0,482.0,1469.142857142857,0,0,0,26,1,1,1
344464,Canada,Ontario,Toronto,Female,Bachelor,57633.0,0,Married,Nova,15025.19,Standard,2016,2,1.9137577002053388,20.0,17059.0,17059.0,0.0,0.0,6.0,0.5,3.3333333333333335,1.9694638556693238,0.0,0.0,1.0,11.0,9.0,-2.0,0.0,852.95,0,0,0,9,1,1,1
304779,Canada,Ontario,Toronto,Female,High School or Below,54137.0,0,Married,Nova,15032.9,Standard,2016,1,1.998631074606434,11.0,16346.0,16346.0,883.0,159.0,5.0,0.4166666666666667,2.2,1.3113721705515067,0.05401933194665361,1.0,2.0,8.0,3.0,-5.0,-883.0,1486.0,0,0,0,24,1,1,1
302158,Canada,Quebec,Hull,Male,Bachelor,50947.0,0,Married,Nova,15083.78,Standard,2013,3,4.8350444900752905,27.0,43146.0,43146.0,0.0,0.0,9.0,0.75,3.0,1.712255291076124,0.0,0.0,0.0,22.0,5.0,-17.0,0.0,1598.0,0,0,0,19,1,1,1
474333,Canada,Alberta,Edmonton,Female,High School or Below,78318.0,0,Married,Nova,15114.4,Standard,2016,7,1.5003422313483916,14.0,25332.0,25332.0,1920.0,345.0,7.0,0.5833333333333334,2.0,1.403458930534474,0.07579346281383231,1.0,0.0,8.0,6.0,-2.0,-528.0,1809.4285714285713,0,0,0,22,1,1,1
620122,Canada,Ontario,Toronto,Female,High School or Below,78318.0,0,Married,Nova,15114.4,Standard,2012,11,5.163586584531143,21.0,35076.0,35076.0,496.0,89.0,8.0,0.6666666666666666,2.625,1.6583123951777,0.014140723001482496,1.0,0.0,9.0,12.0,3.0,-496.0,1670.2857142857142,0,0,0,20,1,1,1
692328,Canada,Ontario,Ottawa,Female,High School or Below,78318.0,0,Married,Nova,15114.4,Standard,2016,3,1.834360027378508,17.0,27933.0,27933.0,0.0,0.0,9.0,0.75,1.8888888888888888,1.3113721705515065,0.0,0.0,0.0,10.0,7.0,-3.0,0.0,1643.1176470588234,0,0,0,17,1,1,1
920100,Canada,Quebec,Montreal,Female,High School or Below,78318.0,0,Married,Nova,15114.4,Standard,2016,11,1.163586584531143,15.0,26376.0,26376.0,0.0,0.0,6.0,0.5,2.5,1.9128750375000738,0.0,0.0,0.0,13.0,2.0,-11.0,0.0,1758.4,0,0,0,15,1,1,1
799781,Canada,Ontario,Toronto,Male,Bachelor,74994.0,0,Married,Nova,15118.9,Standard,2013,3,4.8350444900752905,18.0,22440.0,22440.0,1081.0,195.0,7.0,0.5833333333333334,2.5714285714285716,1.6236882817719773,0.0481729055258467,1.0,0.0,10.0,8.0,-2.0,1081.0,1246.6666666666667,0,0,0,24,1,1,1
385912,Canada,Ontario,Toronto,Female,Bachelor,66829.0,0,Married,Nova,15119.56,Standard,2013,12,4.082135523613963,17.0,20270.0,20270.0,0.0,0.0,6.0,0.5,2.8333333333333335,1.831955405041456,0.0,0.0,0.0,6.0,11.0,5.0,0.0,1192.3529411764705,0,0,0,11,1,1,1
929410,Canada,British Columbia,Vancouver,Female,Bachelor,66829.0,0,Married,Nova,15119.56,Standard,2012,5,5.66735112936345,23.0,29375.0,29375.0,812.0,147.0,8.0,0.6666666666666666,2.875,1.729862492345632,0.027642553191489363,1.0,0.0,10.0,13.0,3.0,162.0,1277.1739130434783,0,0,0,25,1,1,1
912939,Canada,Quebec,Montreal,Male,Bachelor,47021.0,0,Single,Nova,15120.21,Standard,2017,10,0.24914442162902123,5.0,7365.0,7365.0,0.0,0.0,1.0,0.08333333333333333,5.0,1.4433756729740643,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1473.0,1,0,1,14,1,1,1
418327,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,15122.99,Standard,2016,10,1.2484599589322383,20.0,27628.0,27628.0,0.0,0.0,7.0,0.5833333333333334,2.857142857142857,1.8257418583505536,0.0,0.0,1.0,9.0,11.0,2.0,0.0,1381.4,0,0,0,19,1,1,1
804536,Canada,British Columbia,Vancouver,Male,College,,1,Single,Nova,15122.99,Standard,2014,7,3.5017111567419574,29.0,48391.0,48391.0,331.0,60.0,10.0,0.8333333333333334,2.9,2.0652243256245835,0.006840114897398277,1.0,0.0,13.0,16.0,3.0,-331.0,1668.655172413793,0,0,0,19,1,1,1
141945,Canada,Ontario,Toronto,Female,Bachelor,61968.0,0,Married,Nova,15147.93,Standard,2016,5,1.6673511293634498,17.0,27430.0,27430.0,0.0,0.0,5.0,0.4166666666666667,3.4,2.0652243256245835,0.0,0.0,6.0,17.0,0.0,-17.0,0.0,1613.5294117647059,0,0,0,21,1,1,1
796484,Canada,Alberta,Edmonton,Female,Bachelor,61968.0,0,Married,Nova,15147.93,Standard,2015,12,2.083504449007529,12.0,13891.0,13891.0,318.0,57.0,5.0,0.4166666666666667,2.4,1.4142135623730951,0.02289252033690879,1.0,0.0,3.0,9.0,6.0,-318.0,1157.5833333333333,0,0,0,20,1,1,1
763341,Canada,Ontario,Kingston,Female,Bachelor,84129.0,0,Divorced,Nova,15162.07,Standard,2016,1,1.998631074606434,30.0,39486.0,39486.0,344.0,62.0,10.0,0.8333333333333334,3.0,1.9771421064483223,0.008711948538722585,1.0,1.0,12.0,18.0,6.0,-344.0,1316.2,0,0,0,15,1,1,1
659419,Canada,British Columbia,Vancouver,Female,Bachelor,61518.0,0,Married,Nova,15167.04,Standard,2016,1,1.998631074606434,18.0,30323.0,30323.0,0.0,0.0,7.0,0.5833333333333334,2.5714285714285716,1.5075567228888183,0.0,0.0,0.0,10.0,8.0,-2.0,0.0,1684.611111111111,0,0,0,17,1,1,1
798433,Canada,British Columbia,West Vancouver,Male,Bachelor,48333.0,0,Married,Nova,15173.97,Standard,2014,2,3.912388774811773,29.0,47589.0,47589.0,365.0,66.0,11.0,0.9166666666666666,2.6363636363636362,1.7298624923456323,0.007669839668831033,1.0,0.0,15.0,14.0,-1.0,365.0,1641.0,0,0,0,27,1,1,1
220139,Canada,Alberta,Calgary,Male,Bachelor,71321.0,0,Married,Nova,15182.28,Standard,2015,1,2.9979466119096507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
385358,Canada,Ontario,Toronto,Male,Bachelor,71321.0,0,Married,Nova,15182.28,Standard,2015,4,2.751540041067762,14.0,24303.0,24303.0,0.0,0.0,6.0,0.5,2.3333333333333335,1.337115846843043,0.0,0.0,1.0,4.0,10.0,6.0,0.0,1735.9285714285713,0,0,0,11,1,1,1
312048,Canada,Ontario,Sudbury,Male,Bachelor,85316.0,0,Married,Nova,15234.75,Standard,2012,9,5.330595482546201,22.0,23861.0,23861.0,322.0,58.0,8.0,0.6666666666666666,2.75,1.6966991126265962,0.013494824190101002,1.0,0.0,15.0,7.0,-8.0,-322.0,1084.590909090909,0,0,0,15,1,1,1
480259,Canada,British Columbia,Vancouver,Female,Bachelor,78217.0,0,Married,Nova,15251.58,Standard,2017,7,0.5010266940451745,8.0,11829.0,11829.0,0.0,0.0,3.0,0.25,2.6666666666666665,1.3706888336846839,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1478.625,0,0,0,15,1,1,1
501976,Canada,Quebec,Montreal,Male,Bachelor,69912.0,0,Married,Nova,15253.26,Standard,2013,7,4.501026694045175,15.0,13677.0,13677.0,0.0,0.0,6.0,0.5,2.5,1.5447859516333116,0.0,0.0,1.0,7.0,8.0,1.0,0.0,911.8,0,0,0,11,1,1,1
502376,Canada,British Columbia,Vancouver,Male,Bachelor,74612.0,0,Married,Nova,15265.81,Standard,2015,7,2.5023956194387407,10.0,14398.0,14398.0,595.0,107.0,4.0,0.3333333333333333,2.5,1.403458930534474,0.04132518405334074,1.0,1.0,9.0,1.0,-8.0,595.0,1439.8,0,0,0,24,1,1,1
425477,Canada,Newfoundland,St. John's,Female,Bachelor,59847.0,0,Married,Nova,15277.48,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
585082,Canada,British Columbia,Vancouver,Male,Bachelor,61373.0,0,Married,Nova,15304.52,Standard,2014,3,3.8357289527720737,17.0,24142.0,24142.0,533.0,96.0,5.0,0.4166666666666667,3.4,2.02072594216369,0.022077706900836717,1.0,0.0,9.0,8.0,-1.0,533.0,1420.1176470588234,0,0,0,10,1,1,1
451961,Canada,Quebec,Montreal,Male,College,,1,Married,Nova,15328.46,Standard,2012,9,5.330595482546201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0
604461,Canada,Ontario,Toronto,Male,Bachelor,67115.0,0,Married,Nova,15362.35,Standard,2013,6,4.583162217659138,13.0,16594.0,16594.0,0.0,0.0,5.0,0.4166666666666667,2.6,1.5642792899510296,0.0,0.0,1.0,4.0,9.0,5.0,0.0,1276.4615384615386,0,0,0,16,1,1,1
834304,Canada,Nova Scotia,Halifax,Female,Bachelor,63057.0,0,Married,Nova,15374.18,Standard,2016,6,1.5824777549623545,27.0,41416.0,41416.0,563.0,101.0,8.0,0.6666666666666666,3.375,1.9598237397554634,0.013593780181572339,1.0,0.0,14.0,13.0,-1.0,-563.0,1533.9259259259259,0,0,0,17,1,1,1
773418,Canada,Quebec,Quebec City,Male,Bachelor,97372.0,0,Married,Nova,15415.04,Standard,2013,4,4.7501711156741955,23.0,46702.0,46702.0,0.0,0.0,8.0,0.6666666666666666,2.875,1.928651593652148,0.0,0.0,0.0,10.0,13.0,3.0,0.0,2030.5217391304348,0,0,0,11,1,1,1
841770,Canada,Newfoundland,St. John's,Female,Bachelor,97372.0,0,Married,Nova,15415.04,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0
754042,Canada,Prince Edward Island,Charlottetown,Female,Bachelor,93649.0,0,Married,Nova,15417.73,Standard,2013,2,4.91170431211499,21.0,37100.0,37100.0,0.0,0.0,9.0,0.75,2.3333333333333335,1.6025547785276542,0.0,0.0,0.0,14.0,7.0,-7.0,0.0,1766.6666666666667,0,0,0,12,1,1,1
642002,Canada,Ontario,Toronto,Female,Bachelor,56697.0,0,Married,Nova,15428.01,Standard,2016,4,1.7494866529774127,12.0,18676.0,18676.0,0.0,0.0,5.0,0.4166666666666667,2.4,1.5374122295716148,0.0,0.0,3.0,7.0,5.0,-2.0,0.0,1556.3333333333333,0,0,0,26,1,1,1
369229,Canada,British Columbia,Victoria,Male,Bachelor,93799.0,0,Married,Nova,15435.69,Standard,2014,1,3.997262149212868,26.0,34715.0,34715.0,802.0,144.0,9.0,0.75,2.888888888888889,1.9924098397912438,0.023102405300302463,1.0,1.0,11.0,15.0,4.0,-136.0,1335.1923076923076,0,0,0,15,1,1,1
551946,Canada,Quebec,Hull,Female,Bachelor,93799.0,0,Married,Nova,15435.69,Standard,2016,7,1.5003422313483916,20.0,30797.0,30797.0,496.0,89.0,7.0,0.5833333333333334,2.857142857142857,1.8257418583505536,0.016105464818001753,1.0,2.0,11.0,9.0,-2.0,-496.0,1539.85,0,0,0,24,1,1,1
542043,Canada,Saskatchewan,Regina,Male,Bachelor,51656.0,0,Married,Nova,15445.66,Standard,2015,8,2.4175222450376452,15.0,19039.0,19039.0,726.0,131.0,6.0,0.5,2.5,1.6025547785276542,0.03813225484531751,1.0,1.0,7.0,8.0,1.0,-726.0,1269.2666666666667,0,0,0,18,1,1,1
840866,Canada,Nova Scotia,Halifax,Female,Bachelor,51656.0,0,Married,Nova,15445.66,Standard,2016,7,1.5003422313483916,19.0,24005.0,24005.0,1157.0,209.0,7.0,0.5833333333333334,2.7142857142857144,1.8809249819912512,0.048198292022495315,1.0,0.0,5.0,14.0,9.0,1157.0,1263.421052631579,0,0,0,24,1,1,1
108625,Canada,British Columbia,West Vancouver,Male,Bachelor,81729.0,0,Married,Nova,15470.6,Standard,2016,4,1.7494866529774127,24.0,41297.0,41297.0,932.0,167.0,10.0,0.8333333333333334,2.4,1.7056057308448835,0.022568225294815603,1.0,0.0,15.0,9.0,-6.0,932.0,1720.7083333333333,0,0,0,22,1,1,1
624407,Canada,Quebec,Montreal,Female,Bachelor,81729.0,0,Married,Nova,15470.6,Standard,2014,11,3.164955509924709,18.0,26025.0,26025.0,0.0,0.0,7.0,0.5833333333333334,2.5714285714285716,1.6236882817719773,0.0,0.0,0.0,6.0,12.0,6.0,0.0,1445.8333333333333,0,0,0,26,1,1,1
950446,Canada,British Columbia,Vancouver,Female,College,,1,Single,Nova,15481.25,Standard,2015,7,2.5023956194387407,27.0,38111.0,38111.0,0.0,0.0,10.0,0.8333333333333334,2.7,1.4222261679238197,0.0,0.0,1.0,14.0,13.0,-1.0,0.0,1411.5185185185185,0,0,0,22,1,1,1
822956,Canada,Quebec,Montreal,Female,Bachelor,84612.0,0,Married,Nova,15485.8,Standard,2012,12,5.08145106091718,12.0,16714.0,16714.0,476.0,86.0,7.0,0.5833333333333334,1.7142857142857142,1.044465935734187,0.028479119301184637,1.0,2.0,8.0,4.0,-4.0,476.0,1392.8333333333333,0,0,0,25,1,1,1
631543,Canada,Quebec,Montreal,Female,Bachelor,82515.0,0,Married,Nova,15487.44,Standard,2014,9,3.3319644079397674,30.0,42090.0,42090.0,512.0,92.0,9.0,0.75,3.3333333333333335,1.834021909257456,0.01216440959847945,1.0,2.0,15.0,15.0,0.0,512.0,1403.0,0,0,0,24,1,1,1
