Loyalty Number,Country,Province,City,Gender,Education,Salary,salary_missing,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,tenure_years,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_redeemed,active_months,pct_months_active,avg_flights_per_active_month,flight_volatility,redemption_rate,has_redeemed,recency_months,h1_flights,h2_flights,momentum,redemption_momentum,distance_per_flight,hard_churn,behavioral_churn,blended_churn,total_flights_outcome,in_cohort,in_training_cohort,was_active_2017,churn_risk_score,segment,segment_name,clv_tier,risk_tier,value_quadrant,action_group,recommended_action,timing,success_metric
473674,Canada,Ontario,Toronto,Male,Bachelor,47715.0,0,Divorced,Nova,3096.51,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27,1,0,0,0.3281693845169154,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
909106,Canada,Ontario,Toronto,Female,Bachelor,100322.0,0,Married,Nova,10392.96,Standard,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,1,0,0,0.1716161755067759,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
708360,Canada,British Columbia,Vancouver,Male,Bachelor,48445.0,0,Married,Nova,10394.36,Standard,2016,2,1.9137577002053388,21.0,28500.0,28500.0,532.0,96.0,7.0,0.5833333333333334,3.0,2.0056737702645644,0.0186666666666666,1.0,0.0,11.0,10.0,-1.0,-532.0,1357.142857142857,0,0,0,10,1,1,1,0.0326857465984709,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
512522,Canada,New Brunswick,Moncton,Male,College,,1,Married,Nova,10395.71,Standard,2017,2,0.9117043121149896,18.0,28557.0,28557.0,770.0,139.0,6.0,0.5,3.0,1.7837651700316894,0.0269636166263963,1.0,0.0,6.0,12.0,6.0,770.0,1586.5,0,0,0,30,1,1,1,0.023819903936633,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
838584,Canada,Quebec,Tremblant,Female,College,,1,Married,Nova,10395.71,Standard,2016,5,1.6673511293634498,17.0,31142.0,31142.0,438.0,79.0,8.0,0.6666666666666666,2.125,1.378954368902449,0.0140646072827692,1.0,0.0,4.0,13.0,9.0,438.0,1831.8823529411768,0,0,0,20,1,1,1,0.0263419915650138,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
785992,Canada,New Brunswick,Fredericton,Male,Master,102782.0,0,Divorced,Nova,10408.97,Standard,2016,11,1.163586584531143,28.0,29532.0,29532.0,1508.0,271.0,10.0,0.8333333333333334,2.8,1.7752507291971895,0.0510632534200189,1.0,0.0,9.0,19.0,10.0,-714.0,1054.7142857142858,0,0,0,17,1,1,1,0.0369134450289493,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
889023,Canada,Ontario,Toronto,Female,Master,102782.0,0,Divorced,Nova,10408.97,Standard,2018,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,0,0,0.1621144729393403,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
326803,Canada,Ontario,Toronto,Female,Doctor,274242.0,0,Married,Nova,10418.31,Standard,2012,11,5.163586584531143,22.0,38128.0,38128.0,374.0,67.0,8.0,0.6666666666666666,2.75,1.8504708655481248,0.0098090642047838,1.0,0.0,16.0,6.0,-10.0,374.0,1733.090909090909,0,0,0,18,1,1,1,0.0104841742702957,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
182785,Canada,British Columbia,West Vancouver,Male,Bachelor,70208.0,0,Married,Nova,10426.09,Standard,2015,7,2.5023956194387407,11.0,16365.0,16365.0,0.0,0.0,5.0,0.4166666666666667,2.2,1.311372170551507,0.0,0.0,2.0,5.0,6.0,1.0,0.0,1487.7272727272727,0,0,0,26,1,1,1,0.0332122901889439,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
183456,Canada,British Columbia,Dawson Creek,Female,High School or Below,69091.0,0,Married,Nova,10436.57,Standard,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,1,0,0,0.1437605734246602,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
799148,Canada,Ontario,Toronto,Female,High School or Below,69091.0,0,Married,Nova,10436.57,Standard,2017,9,0.3312799452429842,2.0,3216.0,3216.0,0.0,0.0,2.0,0.1666666666666666,1.0,0.3892494720807615,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1608.0,0,0,0,15,1,1,1,0.0798211538416394,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
192141,Canada,Alberta,Edmonton,Male,College,,1,Single,Nova,10442.45,Standard,2012,9,5.330595482546201,28.0,51457.0,51457.0,1475.0,266.0,11.0,0.9166666666666666,2.5454545454545454,1.4354811251305468,0.0286647103406727,1.0,0.0,13.0,15.0,2.0,-1475.0,1837.75,0,0,0,10,1,1,1,0.0244166447549243,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
821462,Canada,Ontario,Sudbury,Female,Bachelor,85766.0,0,Divorced,Nova,10453.26,Standard,2017,7,0.5010266940451745,2.0,4730.0,4730.0,0.0,0.0,2.0,0.1666666666666666,1.0,0.3892494720807615,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2365.0,0,0,0,16,1,1,1,0.154768470336712,2,New / Onboarding,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
738253,Canada,Alberta,Edmonton,Male,Bachelor,60519.0,0,Married,Nova,10481.94,Standard,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0.1768976592908228,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
864084,Canada,Ontario,Toronto,Male,Bachelor,60519.0,0,Married,Nova,10481.94,Standard,2015,4,2.751540041067762,17.0,16924.0,16924.0,0.0,0.0,7.0,0.5833333333333334,2.4285714285714284,1.6764862244009229,0.0,0.0,1.0,12.0,5.0,-7.0,0.0,995.529411764706,0,0,0,27,1,1,1,0.0270925362361595,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
841674,Canada,Ontario,Toronto,Female,Bachelor,33449.0,0,Divorced,Nova,3096.51,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,42,1,0,0,0.3329018469862544,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
471706,Canada,Ontario,Trenton,Female,Bachelor,76622.0,0,Divorced,Nova,10484.92,Standard,2018,11,0.0,16.0,24136.0,24136.0,1420.0,256.0,6.0,0.5,2.6666666666666665,1.8748737331221843,0.0588332780908186,1.0,0.0,5.0,11.0,6.0,234.0,1508.5,0,0,0,24,1,0,1,0.2001734955402525,4,Growing Loyalists,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
584737,Canada,Ontario,Toronto,Female,Bachelor,76622.0,0,Divorced,Nova,10484.92,Standard,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0,0.1786721199993838,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
792915,Canada,British Columbia,Vancouver,Female,Bachelor,76622.0,0,Divorced,Nova,10484.92,Standard,2016,11,1.163586584531143,27.0,36802.0,36802.0,549.0,99.0,9.0,0.75,3.0,1.959823739755464,0.0149176675180696,1.0,0.0,11.0,16.0,5.0,549.0,1363.037037037037,0,0,0,16,1,1,1,0.02715312335098,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
959402,Canada,Ontario,Trenton,Male,Bachelor,76622.0,0,Divorced,Nova,10484.92,Standard,2016,8,1.4154688569472964,20.0,29480.0,29480.0,1161.0,209.0,7.0,0.5833333333333334,2.857142857142857,1.8257418583505536,0.03938263229308,1.0,0.0,11.0,9.0,-2.0,-47.0,1474.0,0,0,0,24,1,1,1,0.0261873562943149,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
482169,Canada,British Columbia,Dawson Creek,Male,Bachelor,54340.0,0,Married,Nova,10487.74,Standard,2014,6,3.583846680355921,11.0,14449.0,14449.0,670.0,121.0,5.0,0.4166666666666667,2.2,1.378954368902449,0.0463699910028375,1.0,0.0,6.0,5.0,-1.0,-670.0,1313.5454545454545,0,0,0,19,1,1,1,0.0213310491756894,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
491986,Canada,Quebec,Montreal,Male,Bachelor,84810.0,0,Married,Nova,10492.97,Standard,2017,1,0.9965776865160848,22.0,30409.0,30409.0,325.0,59.0,7.0,0.5833333333333334,3.142857142857143,1.850470865548124,0.0106876253740668,1.0,0.0,7.0,15.0,8.0,-325.0,1382.2272727272727,0,0,0,22,1,1,1,0.0314863090418195,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
788325,Canada,Quebec,Montreal,Female,Bachelor,54117.0,0,Married,Nova,10498.93,Standard,2017,2,0.9117043121149896,9.0,12918.0,12918.0,444.0,80.0,4.0,0.3333333333333333,2.25,1.288057028664069,0.0343706456107756,1.0,0.0,6.0,3.0,-3.0,-444.0,1435.3333333333333,0,0,0,10,1,1,1,0.0261607316866701,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
920175,Canada,British Columbia,West Vancouver,Female,Bachelor,54117.0,0,Married,Nova,10498.93,Standard,2017,2,0.9117043121149896,32.0,46147.0,46147.0,489.0,88.0,8.0,0.6666666666666666,4.0,2.839120649181021,0.0105965718248206,1.0,0.0,4.0,28.0,24.0,489.0,1442.09375,0,0,0,35,1,1,1,0.0348501331967937,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
442192,Canada,British Columbia,Vancouver,Male,High School or Below,60293.0,0,Married,Nova,10507.69,Standard,2013,3,4.8350444900752905,27.0,37638.0,37638.0,1143.0,206.0,9.0,0.75,3.0,1.815338686155987,0.0303682448589191,1.0,0.0,13.0,14.0,1.0,309.0,1394.0,0,0,0,9,1,1,1,0.02186255489717,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
812248,Canada,Ontario,Toronto,Female,Bachelor,66084.0,0,Married,Nova,10517.16,Standard,2017,2,0.9117043121149896,21.0,30914.0,30914.0,1847.0,332.0,8.0,0.6666666666666666,2.625,1.712255291076124,0.0597463932199003,1.0,2.0,12.0,9.0,-3.0,-767.0,1472.095238095238,0,0,0,17,1,1,1,0.029022529602885,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
833233,Canada,New Brunswick,Moncton,Female,Bachelor,69183.0,0,Single,Nova,10551.15,Standard,2015,8,2.417522245037645,25.0,31447.0,31447.0,534.0,96.0,6.0,0.5,4.166666666666667,2.3532698077098573,0.0169809520780996,1.0,0.0,7.0,18.0,11.0,-534.0,1257.88,0,0,0,27,1,1,1,0.0310038267350173,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
744204,Canada,Alberta,Edmonton,Female,Bachelor,66856.0,0,Married,Nova,10552.17,Standard,2014,11,3.164955509924709,24.0,43231.0,43231.0,351.0,63.0,7.0,0.5833333333333334,3.4285714285714284,2.335496832484569,0.0081191737410654,1.0,0.0,6.0,18.0,12.0,-351.0,1801.2916666666667,0,0,0,29,1,1,1,0.0311431499102781,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
311346,Canada,British Columbia,Whistler,Male,Bachelor,52765.0,0,Married,Nova,10552.43,Standard,2016,1,1.998631074606434,22.0,32791.0,32791.0,0.0,0.0,8.0,0.6666666666666666,2.75,1.7494587907710375,0.0,0.0,1.0,10.0,12.0,2.0,0.0,1490.5,0,0,0,25,1,1,1,0.0288861905233003,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
525740,Canada,Quebec,Montreal,Female,Bachelor,52765.0,0,Married,Nova,10552.43,Standard,2014,10,3.249828884325804,22.0,36018.0,36018.0,412.0,74.0,9.0,0.75,2.4444444444444446,1.5275252316519468,0.0114387250819034,1.0,0.0,10.0,12.0,2.0,412.0,1637.1818181818182,0,0,0,17,1,1,1,0.0236359629593645,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
492011,Canada,Ontario,London,Male,Bachelor,65403.0,0,Married,Nova,10569.63,Standard,2018,5,0.0,7.0,11218.0,11218.0,414.0,75.0,3.0,0.25,2.333333333333333,1.0836246694508316,0.0369049741486896,1.0,0.0,2.0,5.0,3.0,414.0,1602.571428571429,0,0,0,30,1,0,1,0.1205767627584485,2,New / Onboarding,High CLV,Lower Risk,Protected Core,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
415915,Canada,Ontario,Toronto,Male,College,,1,Married,Nova,3107.57,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,39,1,0,0,0.3875331255985217,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
442418,Canada,Ontario,Toronto,Female,Bachelor,46672.0,0,Married,Nova,10598.54,Standard,2017,11,0.164271047227926,5.0,4870.0,4870.0,426.0,77.0,1.0,0.0833333333333333,5.0,1.4433756729740643,0.0874743326488706,1.0,0.0,0.0,5.0,5.0,426.0,974.0,0,0,0,18,1,1,1,0.1532159567643419,2,New / Onboarding,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
127350,Canada,Ontario,London,Male,High School or Below,51775.0,0,Divorced,Nova,10614.64,Standard,2014,4,3.7508555783709774,27.0,36383.0,36383.0,0.0,0.0,10.0,0.8333333333333334,2.7,1.712255291076124,0.0,0.0,0.0,10.0,17.0,7.0,0.0,1347.5185185185185,0,0,0,15,1,1,1,0.0315648153042132,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
212128,Canada,Ontario,Toronto,Male,Bachelor,49001.0,0,Married,Nova,3130.68,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,44,1,0,0,0.3071946779343104,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
470245,Canada,Quebec,Montreal,Female,College,,1,Married,Nova,10623.41,Standard,2013,10,4.249144421629021,29.0,51910.0,51910.0,0.0,0.0,9.0,0.75,3.2222222222222223,2.0207259421636903,0.0,0.0,0.0,11.0,18.0,7.0,0.0,1790.0,0,0,0,20,1,1,1,0.0267815220061006,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
264409,Canada,Ontario,Ottawa,Male,Bachelor,22425.0,0,Married,Nova,3240.67,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,67,1,0,0,0.3488784301918621,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
302874,Canada,Quebec,Montreal,Male,Bachelor,98404.0,0,Married,Nova,10628.06,Standard,2012,12,5.08145106091718,25.0,44378.0,44378.0,389.0,70.0,9.0,0.75,2.7777777777777777,1.6213537179739277,0.0087656045788453,1.0,0.0,12.0,13.0,1.0,-389.0,1775.12,0,0,0,23,1,1,1,0.011687463357207,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
121930,Canada,British Columbia,Dawson Creek,Male,Bachelor,58612.0,0,Married,Nova,10629.22,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0,0.1717485456479122,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
199652,Canada,Saskatchewan,Regina,Female,Bachelor,73322.0,0,Married,Nova,10629.34,Standard,2014,4,3.7508555783709774,25.0,30496.0,30496.0,0.0,0.0,9.0,0.75,2.7777777777777777,1.8809249819912512,0.0,0.0,1.0,17.0,8.0,-9.0,0.0,1219.84,0,0,0,16,1,1,1,0.0274461918265668,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
661469,Canada,Nova Scotia,Halifax,Male,Bachelor,73322.0,0,Married,Nova,10629.34,Standard,2017,2,0.9117043121149896,20.0,30309.0,30309.0,0.0,0.0,6.0,0.5,3.333333333333333,1.969463855669324,0.0,0.0,0.0,9.0,11.0,2.0,0.0,1515.45,0,0,0,17,1,1,1,0.0276728011162244,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
787276,Canada,Newfoundland,St. John's,Male,Bachelor,90480.0,0,Married,Nova,10633.5,Standard,2016,9,1.3305954825462012,26.0,42410.0,42410.0,0.0,0.0,9.0,0.75,2.888888888888889,1.6422453217986943,0.0,0.0,0.0,15.0,11.0,-4.0,0.0,1631.1538461538462,0,0,0,24,1,1,1,0.0248400731594695,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
295064,Canada,British Columbia,Vancouver,Female,College,,1,Single,Nova,10634.84,Standard,2014,6,3.583846680355921,20.0,26353.0,26353.0,448.0,81.0,9.0,0.75,2.2222222222222223,1.4354811251305466,0.0169999620536561,1.0,0.0,10.0,10.0,0.0,-448.0,1317.65,0,0,0,14,1,1,1,0.0234939747571568,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
172532,Canada,Alberta,Peace River,Female,Bachelor,84988.0,0,Married,Nova,10656.88,Standard,2018,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,0,0,0.1546114745654362,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
281737,Canada,Ontario,Toronto,Male,Bachelor,53927.0,0,Married,Nova,3331.45,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,32,1,0,0,0.3130173256693415,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
324248,Canada,British Columbia,Victoria,Female,Bachelor,84988.0,0,Married,Nova,10656.88,Standard,2013,8,4.41615331964408,13.0,23503.0,23503.0,1031.0,186.0,6.0,0.5,2.1666666666666665,1.5050420310248864,0.043866740416117,1.0,0.0,7.0,6.0,-1.0,-25.0,1807.923076923077,0,0,0,19,1,1,1,0.0170038098760334,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
649918,Canada,Ontario,Toronto,Female,Bachelor,84988.0,0,Married,Nova,10656.88,Standard,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0,0.1716161755067759,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
773364,Canada,British Columbia,West Vancouver,Male,Bachelor,84988.0,0,Married,Nova,10656.88,Standard,2013,12,4.082135523613963,24.0,34763.0,34763.0,371.0,67.0,8.0,0.6666666666666666,3.0,1.7056057308448835,0.0106722664902338,1.0,0.0,6.0,18.0,12.0,-371.0,1448.4583333333333,0,0,0,12,1,1,1,0.0334875725266831,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
817932,Canada,Ontario,Toronto,Female,Bachelor,84988.0,0,Married,Nova,10656.88,Standard,2013,3,4.8350444900752905,6.0,8578.0,8578.0,293.0,53.0,5.0,0.4166666666666667,1.2,0.674199862463242,0.0341571461879225,1.0,3.0,4.0,2.0,-2.0,-293.0,1429.6666666666667,0,0,0,15,1,1,1,0.0443905348079656,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
472933,Canada,New Brunswick,Fredericton,Female,Bachelor,76281.0,0,Married,Nova,10660.9,Standard,2014,1,3.997262149212868,17.0,24113.0,24113.0,353.0,64.0,7.0,0.5833333333333334,2.4285714285714284,1.5050420310248864,0.0146394061294737,1.0,0.0,15.0,2.0,-13.0,353.0,1418.4117647058824,0,0,0,18,1,1,1,0.0239201508048485,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
415201,Canada,Manitoba,Winnipeg,Male,Bachelor,77574.0,0,Divorced,Nova,10662.63,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,1,0,0,0.2001383903440077,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
311841,Canada,Ontario,Toronto,Male,Bachelor,70664.0,0,Married,Nova,10682.76,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14,1,0,0,0.1957858119165765,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
