Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,period
411204,2017,9,1,1422,1422.0,0,0,2017-09-01
411204,2017,10,4,5268,5268.0,0,0,2017-10-01
411204,2017,11,0,0,0.0,0,0,2017-11-01
411204,2017,12,0,0,0.0,0,0,2017-12-01
411204,2018,1,0,0,0.0,0,0,2018-01-01
411204,2018,2,0,0,0.0,0,0,2018-02-01
411204,2018,3,5,4345,4345.0,0,0,2018-03-01
411204,2018,4,1,1029,1029.0,519,93,2018-04-01
411204,2018,5,0,0,0.0,0,0,2018-05-01
411204,2018,6,3,4539,4539.0,0,0,2018-06-01
411204,2018,7,5,9210,9210.0,0,0,2018-07-01
411204,2018,8,4,7468,7468.0,0,0,2018-08-01
411204,2018,9,2,4082,4082.0,0,0,2018-09-01
411204,2018,10,3,1608,1608.0,565,102,2018-10-01
411204,2018,11,3,2727,2727.0,0,0,2018-11-01
411204,2018,12,4,3004,3004.0,0,0,2018-12-01
411242,2017,1,0,0,0.0,0,0,2017-01-01
411242,2017,2,0,0,0.0,0,0,2017-02-01
411242,2017,3,0,0,0.0,0,0,2017-03-01
411242,2017,4,0,0,0.0,0,0,2017-04-01
411242,2017,5,0,0,0.0,0,0,2017-05-01
411242,2017,6,0,0,0.0,0,0,2017-06-01
411242,2017,7,0,0,0.0,0,0,2017-07-01
411242,2017,8,0,0,0.0,0,0,2017-08-01
411242,2017,9,0,0,0.0,0,0,2017-09-01
411242,2017,10,0,0,0.0,0,0,2017-10-01
411242,2017,11,0,0,0.0,0,0,2017-11-01
411242,2017,12,0,0,0.0,0,0,2017-12-01
411242,2018,1,0,0,0.0,0,0,2018-01-01
411242,2018,2,0,0,0.0,0,0,2018-02-01
411242,2018,3,0,0,0.0,0,0,2018-03-01
411242,2018,4,0,0,0.0,0,0,2018-04-01
411242,2018,5,0,0,0.0,0,0,2018-05-01
411242,2018,6,0,0,0.0,0,0,2018-06-01
411242,2018,7,0,0,0.0,0,0,2018-07-01
411242,2018,8,0,0,0.0,0,0,2018-08-01
411242,2018,9,0,0,0.0,0,0,2018-09-01
411242,2018,10,0,0,0.0,0,0,2018-10-01
411242,2018,11,0,0,0.0,0,0,2018-11-01
411242,2018,12,0,0,0.0,0,0,2018-12-01
411272,2017,1,0,0,0.0,0,0,2017-01-01
411272,2017,2,0,0,0.0,0,0,2017-02-01
411272,2017,3,0,0,0.0,0,0,2017-03-01
411272,2017,4,0,0,0.0,0,0,2017-04-01
411272,2017,5,0,0,0.0,0,0,2017-05-01
411272,2017,6,0,0,0.0,0,0,2017-06-01
411272,2017,7,0,0,0.0,0,0,2017-07-01
411272,2017,8,0,0,0.0,0,0,2017-08-01
411272,2017,9,0,0,0.0,0,0,2017-09-01
411272,2017,10,0,0,0.0,0,0,2017-10-01
411272,2017,11,0,0,0.0,0,0,2017-11-01
411272,2017,12,0,0,0.0,0,0,2017-12-01
411272,2018,1,0,0,0.0,0,0,2018-01-01
411272,2018,2,0,0,0.0,0,0,2018-02-01
411272,2018,3,0,0,0.0,0,0,2018-03-01
411272,2018,4,0,0,0.0,0,0,2018-04-01
411272,2018,5,0,0,0.0,0,0,2018-05-01
411272,2018,6,0,0,0.0,0,0,2018-06-01
411272,2018,7,0,0,0.0,0,0,2018-07-01
411272,2018,8,0,0,0.0,0,0,2018-08-01
411272,2018,9,0,0,0.0,0,0,2018-09-01
411272,2018,10,0,0,0.0,0,0,2018-10-01
411272,2018,11,2,3070,3070.0,0,0,2018-11-01
411272,2018,12,2,1298,1298.0,0,0,2018-12-01
411296,2018,2,0,0,0.0,0,0,2018-02-01
411296,2018,3,0,0,0.0,0,0,2018-03-01
411296,2018,4,0,0,0.0,0,0,2018-04-01
411296,2018,5,8,4144,6216.0,0,0,2018-05-01
411296,2018,6,20,14200,21300.0,0,0,2018-06-01
411296,2018,7,4,9816,14724.0,0,0,2018-07-01
411296,2018,8,20,42360,63540.0,0,0,2018-08-01
411296,2018,9,0,0,0.0,0,0,2018-09-01
411296,2018,10,0,0,0.0,0,0,2018-10-01
411296,2018,11,2,4334,6501.0,0,0,2018-11-01
411296,2018,12,9,18612,27918.0,0,0,2018-12-01
411298,2017,1,2,4086,4086.0,0,0,2017-01-01
411298,2017,2,1,2100,2100.0,0,0,2017-02-01
411298,2017,3,1,1703,1703.0,0,0,2017-03-01
411298,2017,4,2,1092,1092.0,0,0,2017-04-01
411298,2017,5,4,6492,6492.0,0,0,2017-05-01
411298,2017,6,0,0,0.0,0,0,2017-06-01
411298,2017,7,4,2092,2092.0,0,0,2017-07-01
411298,2017,8,1,910,910.0,0,0,2017-08-01
411298,2017,9,3,6798,6798.0,622,112,2017-09-01
411298,2017,10,0,0,0.0,0,0,2017-10-01
411298,2017,11,0,0,0.0,0,0,2017-11-01
411298,2017,12,5,5565,5565.0,574,103,2017-12-01
411298,2018,1,2,4110,4110.0,0,0,2018-01-01
411298,2018,2,1,1322,1322.0,0,0,2018-02-01
411298,2018,3,0,0,0.0,0,0,2018-03-01
411298,2018,4,0,0,0.0,0,0,2018-04-01
411298,2018,5,4,3844,3844.0,427,77,2018-05-01
411298,2018,6,6,12438,12438.0,0,0,2018-06-01
411298,2018,7,0,0,0.0,0,0,2018-07-01
411298,2018,8,0,0,0.0,0,0,2018-08-01
411298,2018,9,1,1543,1543.0,0,0,2018-09-01
411298,2018,10,3,6381,6381.0,368,66,2018-10-01
411298,2018,11,0,0,0.0,0,0,2018-11-01
411298,2018,12,5,8285,8285.0,0,0,2018-12-01
411365,2017,1,0,0,0.0,0,0,2017-01-01
411365,2017,2,0,0,0.0,0,0,2017-02-01
411365,2017,3,0,0,0.0,0,0,2017-03-01
411365,2017,4,0,0,0.0,0,0,2017-04-01
411365,2017,5,0,0,0.0,0,0,2017-05-01
411365,2017,6,0,0,0.0,0,0,2017-06-01
411365,2017,7,0,0,0.0,0,0,2017-07-01
411365,2017,8,0,0,0.0,0,0,2017-08-01
411365,2017,9,0,0,0.0,0,0,2017-09-01
411365,2017,10,0,0,0.0,0,0,2017-10-01
411365,2017,11,0,0,0.0,0,0,2017-11-01
411365,2017,12,0,0,0.0,0,0,2017-12-01
411365,2018,1,0,0,0.0,0,0,2018-01-01
411365,2018,2,0,0,0.0,0,0,2018-02-01
411365,2018,3,0,0,0.0,0,0,2018-03-01
411365,2018,4,0,0,0.0,0,0,2018-04-01
411365,2018,5,0,0,0.0,0,0,2018-05-01
411365,2018,6,0,0,0.0,0,0,2018-06-01
411365,2018,7,0,0,0.0,0,0,2018-07-01
411365,2018,8,0,0,0.0,0,0,2018-08-01
411365,2018,9,0,0,0.0,0,0,2018-09-01
411365,2018,10,0,0,0.0,0,0,2018-10-01
411365,2018,11,2,4162,4162.0,0,0,2018-11-01
411365,2018,12,0,0,0.0,0,0,2018-12-01
411420,2017,1,0,0,0.0,0,0,2017-01-01
411420,2017,2,0,0,0.0,0,0,2017-02-01
411420,2017,3,3,5142,5142.0,0,0,2017-03-01
411420,2017,4,0,0,0.0,0,0,2017-04-01
411420,2017,5,4,5628,5628.0,0,0,2017-05-01
411420,2017,6,0,0,0.0,0,0,2017-06-01
411420,2017,7,6,3372,3372.0,0,0,2017-07-01
411420,2017,8,6,7242,7242.0,516,93,2017-08-01
411420,2017,9,2,3452,3452.0,0,0,2017-09-01
411420,2017,10,0,0,0.0,0,0,2017-10-01
411420,2017,11,0,0,0.0,0,0,2017-11-01
411420,2017,12,5,4065,4065.0,0,0,2017-12-01
411420,2018,1,0,0,0.0,0,0,2018-01-01
411420,2018,2,3,4203,4203.0,426,77,2018-02-01
411420,2018,3,4,9260,9260.0,0,0,2018-03-01
411420,2018,4,3,4152,4152.0,0,0,2018-04-01
411420,2018,5,2,4722,4722.0,422,76,2018-05-01
411420,2018,6,3,4758,4758.0,0,0,2018-06-01
411420,2018,7,0,0,0.0,0,0,2018-07-01
411420,2018,8,0,0,0.0,0,0,2018-08-01
411420,2018,9,0,0,0.0,0,0,2018-09-01
411420,2018,10,2,3060,3060.0,0,0,2018-10-01
411420,2018,11,1,2324,2324.0,0,0,2018-11-01
411420,2018,12,5,2640,2640.0,0,0,2018-12-01
411523,2017,1,3,2297,2297.0,0,0,2017-01-01
411523,2017,2,3,3831,3831.0,472,85,2017-02-01
411523,2017,3,0,0,0.0,0,0,2017-03-01
411523,2017,4,2,1264,1264.0,486,87,2017-04-01
411523,2017,5,4,6859,6859.0,0,0,2017-05-01
411523,2017,6,7,12259,12259.0,687,124,2017-06-01
411523,2017,7,3,4434,4434.0,0,0,2017-07-01
411523,2017,8,5,6665,6665.0,0,0,2017-08-01
411523,2017,9,3,4539,4539.0,0,0,2017-09-01
411523,2017,10,0,0,0.0,0,0,2017-10-01
411523,2017,11,3,3516,3516.0,0,0,2017-11-01
411523,2017,12,0,0,0.0,0,0,2017-12-01
411523,2018,1,3,1599,1599.0,0,0,2018-01-01
411523,2018,2,3,1617,1617.0,0,0,2018-02-01
411523,2018,3,0,0,0.0,0,0,2018-03-01
411523,2018,4,3,3939,3939.0,0,0,2018-04-01
411523,2018,5,6,6845,6845.0,0,0,2018-05-01
411523,2018,6,8,13992,13992.0,0,0,2018-06-01
411523,2018,7,12,8589,8589.0,0,0,2018-07-01
411523,2018,8,4,9000,9000.0,0,0,2018-08-01
411523,2018,9,1,1602,1602.0,0,0,2018-09-01
411523,2018,10,2,4834,4834.0,453,82,2018-10-01
411523,2018,11,0,0,0.0,0,0,2018-11-01
411523,2018,12,4,4651,4651.0,0,0,2018-12-01
411533,2017,1,1,2268,2268.0,0,0,2017-01-01
411533,2017,2,0,0,0.0,0,0,2017-02-01
411533,2017,3,4,9108,9108.0,0,0,2017-03-01
411533,2017,4,0,0,0.0,0,0,2017-04-01
411533,2017,5,1,1985,1985.0,0,0,2017-05-01
411533,2017,6,5,5870,5870.0,0,0,2017-06-01
411533,2017,7,0,0,0.0,0,0,2017-07-01
411533,2017,8,0,0,0.0,0,0,2017-08-01
411533,2017,9,4,3160,3160.0,0,0,2017-09-01
411533,2017,10,3,7353,7353.0,0,0,2017-10-01
411533,2017,11,0,0,0.0,533,96,2017-11-01
411533,2017,12,5,11235,11235.0,0,0,2017-12-01
411533,2018,1,3,2826,2826.0,0,0,2018-01-01
411533,2018,2,1,699,699.0,0,0,2018-02-01
411533,2018,3,2,3930,3930.0,0,0,2018-03-01
411533,2018,4,0,0,0.0,0,0,2018-04-01
411533,2018,5,0,0,0.0,0,0,2018-05-01
411533,2018,6,0,0,0.0,0,0,2018-06-01
411533,2018,7,3,4566,4566.0,0,0,2018-07-01
411533,2018,8,6,3948,3948.0,0,0,2018-08-01
411533,2018,9,0,0,0.0,0,0,2018-09-01
411533,2018,10,4,9108,9108.0,0,0,2018-10-01
411533,2018,11,3,2700,2700.0,0,0,2018-11-01
411533,2018,12,5,3040,3040.0,0,0,2018-12-01
411583,2017,1,2,4520,4520.0,0,0,2017-01-01
411583,2017,2,3,6567,6567.0,0,0,2017-02-01
411583,2017,3,0,0,0.0,0,0,2017-03-01
411583,2017,4,2,1794,1794.0,527,95,2017-04-01
411583,2017,5,0,0,0.0,0,0,2017-05-01
411583,2017,6,0,0,0.0,0,0,2017-06-01
411583,2017,7,5,10550,10550.0,0,0,2017-07-01
411583,2017,8,6,5058,5058.0,0,0,2017-08-01
411583,2017,9,2,4512,4512.0,0,0,2017-09-01
411583,2017,10,2,3820,3820.0,0,0,2017-10-01
411583,2017,11,0,0,0.0,0,0,2017-11-01
411583,2017,12,0,0,0.0,0,0,2017-12-01
411583,2018,1,0,0,0.0,0,0,2018-01-01
411583,2018,2,1,1259,1259.0,0,0,2018-02-01
411583,2018,3,0,0,0.0,0,0,2018-03-01
411583,2018,4,0,0,0.0,0,0,2018-04-01
411583,2018,5,3,7323,7323.0,452,81,2018-05-01
411583,2018,6,5,5460,5460.0,495,89,2018-06-01
411583,2018,7,2,2480,2480.0,0,0,2018-07-01
411583,2018,8,4,4668,4668.0,0,0,2018-08-01
411583,2018,9,2,2196,2196.0,0,0,2018-09-01
411583,2018,10,3,6459,6459.0,0,0,2018-10-01
411583,2018,11,0,0,0.0,0,0,2018-11-01
411583,2018,12,0,0,0.0,0,0,2018-12-01
411586,2017,1,2,3000,3000.0,331,60,2017-01-01
411586,2017,2,2,1922,1922.0,0,0,2017-02-01
411586,2017,3,3,6297,6297.0,0,0,2017-03-01
411586,2017,4,1,839,839.0,0,0,2017-04-01
411586,2017,5,3,5991,5991.0,0,0,2017-05-01
411586,2017,6,3,4257,4257.0,0,0,2017-06-01
411586,2017,7,0,0,0.0,0,0,2017-07-01
411586,2017,8,0,0,0.0,0,0,2017-08-01
411586,2017,9,2,2190,2190.0,0,0,2017-09-01
411586,2017,10,0,0,0.0,0,0,2017-10-01
411586,2017,11,3,5043,5043.0,0,0,2017-11-01
411586,2017,12,1,1788,1788.0,0,0,2017-12-01
411586,2018,1,0,0,0.0,0,0,2018-01-01
411586,2018,2,3,5580,5580.0,0,0,2018-02-01
411586,2018,3,3,4383,4383.0,0,0,2018-03-01
411586,2018,4,3,3699,3699.0,0,0,2018-04-01
411586,2018,5,1,2149,2149.0,0,0,2018-05-01
411586,2018,6,3,3720,3720.0,460,83,2018-06-01
411586,2018,7,0,0,0.0,0,0,2018-07-01
411586,2018,8,5,11475,11475.0,0,0,2018-08-01
411586,2018,9,0,0,0.0,0,0,2018-09-01
411586,2018,10,2,4076,4076.0,0,0,2018-10-01
411586,2018,11,3,2397,2397.0,0,0,2018-11-01
411586,2018,12,2,4228,4228.0,0,0,2018-12-01
411651,2017,1,0,0,0.0,0,0,2017-01-01
411651,2017,2,0,0,0.0,0,0,2017-02-01
411651,2017,3,0,0,0.0,0,0,2017-03-01
411651,2017,4,0,0,0.0,0,0,2017-04-01
411651,2017,5,0,0,0.0,0,0,2017-05-01
411651,2017,6,0,0,0.0,0,0,2017-06-01
411651,2017,7,0,0,0.0,0,0,2017-07-01
411651,2017,8,0,0,0.0,0,0,2017-08-01
411651,2017,9,0,0,0.0,0,0,2017-09-01
411651,2017,10,0,0,0.0,0,0,2017-10-01
411651,2017,11,0,0,0.0,0,0,2017-11-01
411651,2017,12,0,0,0.0,0,0,2017-12-01
411651,2018,1,0,0,0.0,0,0,2018-01-01
411651,2018,2,0,0,0.0,0,0,2018-02-01
411651,2018,3,0,0,0.0,0,0,2018-03-01
411651,2018,4,0,0,0.0,0,0,2018-04-01
411651,2018,5,0,0,0.0,0,0,2018-05-01
411651,2018,6,0,0,0.0,0,0,2018-06-01
411651,2018,7,0,0,0.0,0,0,2018-07-01
411651,2018,8,0,0,0.0,0,0,2018-08-01
411651,2018,9,0,0,0.0,0,0,2018-09-01
411651,2018,10,0,0,0.0,0,0,2018-10-01
411651,2018,11,0,0,0.0,0,0,2018-11-01
411651,2018,12,0,0,0.0,0,0,2018-12-01
411686,2017,1,0,0,0.0,0,0,2017-01-01
411686,2017,2,2,2954,2954.0,0,0,2017-02-01
411686,2017,3,4,5684,5684.0,0,0,2017-03-01
411686,2017,4,0,0,0.0,0,0,2017-04-01
411686,2017,5,0,0,0.0,0,0,2017-05-01
411686,2017,6,0,0,0.0,0,0,2017-06-01
411686,2017,7,3,4848,4848.0,0,0,2017-07-01
411686,2017,8,4,7048,7048.0,0,0,2017-08-01
411686,2017,9,1,1573,1573.0,0,0,2017-09-01
411686,2017,10,0,0,0.0,0,0,2017-10-01
411686,2017,11,0,0,0.0,0,0,2017-11-01
411686,2017,12,2,4716,4716.0,0,0,2017-12-01
411686,2018,1,2,2342,2342.0,0,0,2018-01-01
411686,2018,2,1,2023,2023.0,0,0,2018-02-01
411686,2018,3,4,7316,7316.0,0,0,2018-03-01
411686,2018,4,0,0,0.0,0,0,2018-04-01
411686,2018,5,0,0,0.0,0,0,2018-05-01
411686,2018,6,4,2028,2028.0,0,0,2018-06-01
411686,2018,7,0,0,0.0,0,0,2018-07-01
411686,2018,8,0,0,0.0,0,0,2018-08-01
411686,2018,9,0,0,0.0,0,0,2018-09-01
411686,2018,10,3,7350,7350.0,0,0,2018-10-01
411686,2018,11,3,1887,1887.0,0,0,2018-11-01
411686,2018,12,1,749,749.0,0,0,2018-12-01
411690,2017,1,3,3186,3186.0,0,0,2017-01-01
411690,2017,2,2,2232,2232.0,0,0,2017-02-01
411690,2017,3,4,5748,5748.0,0,0,2017-03-01
411690,2017,4,4,3432,3432.0,0,0,2017-04-01
411690,2017,5,0,0,0.0,552,99,2017-05-01
411690,2017,6,0,0,0.0,0,0,2017-06-01
411690,2017,7,1,1723,1723.0,724,130,2017-07-01
411690,2017,8,6,9498,9498.0,0,0,2017-08-01
411690,2017,9,0,0,0.0,0,0,2017-09-01
411690,2017,10,0,0,0.0,0,0,2017-10-01
411690,2017,11,0,0,0.0,0,0,2017-11-01
411690,2017,12,4,7196,7196.0,0,0,2017-12-01
411690,2018,1,3,5532,5532.0,0,0,2018-01-01
411690,2018,2,0,0,0.0,0,0,2018-02-01
411690,2018,3,0,0,0.0,0,0,2018-03-01
411690,2018,4,1,2232,2232.0,0,0,2018-04-01
411690,2018,5,1,984,984.0,0,0,2018-05-01
411690,2018,6,1,722,722.0,0,0,2018-06-01
411690,2018,7,5,4135,4135.0,0,0,2018-07-01
411690,2018,8,2,4972,4972.0,0,0,2018-08-01
411690,2018,9,0,0,0.0,0,0,2018-09-01
411690,2018,10,2,1612,1612.0,0,0,2018-10-01
411690,2018,11,2,2506,2506.0,0,0,2018-11-01
411690,2018,12,0,0,0.0,0,0,2018-12-01
411715,2017,1,0,0,0.0,0,0,2017-01-01
411715,2017,2,0,0,0.0,0,0,2017-02-01
411715,2017,3,0,0,0.0,0,0,2017-03-01
411715,2017,4,0,0,0.0,0,0,2017-04-01
411715,2017,5,0,0,0.0,0,0,2017-05-01
411715,2017,6,0,0,0.0,0,0,2017-06-01
411715,2017,7,0,0,0.0,0,0,2017-07-01
411715,2017,8,0,0,0.0,0,0,2017-08-01
411715,2017,9,0,0,0.0,0,0,2017-09-01
411715,2017,10,0,0,0.0,0,0,2017-10-01
411715,2017,11,0,0,0.0,0,0,2017-11-01
411715,2017,12,0,0,0.0,0,0,2017-12-01
411715,2018,1,0,0,0.0,0,0,2018-01-01
411715,2018,2,0,0,0.0,0,0,2018-02-01
411715,2018,3,0,0,0.0,0,0,2018-03-01
411715,2018,4,0,0,0.0,0,0,2018-04-01
411715,2018,5,0,0,0.0,0,0,2018-05-01
411715,2018,6,0,0,0.0,0,0,2018-06-01
411715,2018,7,0,0,0.0,0,0,2018-07-01
411715,2018,8,0,0,0.0,0,0,2018-08-01
411715,2018,9,4,2412,2412.0,0,0,2018-09-01
411715,2018,10,0,0,0.0,0,0,2018-10-01
411715,2018,11,3,7392,7392.0,0,0,2018-11-01
411715,2018,12,5,11860,11860.0,0,0,2018-12-01
411734,2017,1,1,988,988.0,0,0,2017-01-01
411734,2017,2,3,4572,4572.0,0,0,2017-02-01
411734,2017,3,4,3188,3188.0,0,0,2017-03-01
411734,2017,4,3,5661,5661.0,0,0,2017-04-01
411734,2017,5,2,1434,1434.0,0,0,2017-05-01
411734,2017,6,5,10590,10590.0,0,0,2017-06-01
411734,2017,7,0,0,0.0,0,0,2017-07-01
411734,2017,8,0,0,0.0,0,0,2017-08-01
411734,2017,9,0,0,0.0,0,0,2017-09-01
411734,2017,10,0,0,0.0,0,0,2017-10-01
411734,2017,11,0,0,0.0,0,0,2017-11-01
411734,2017,12,0,0,0.0,0,0,2017-12-01
411734,2018,1,0,0,0.0,0,0,2018-01-01
411734,2018,2,0,0,0.0,0,0,2018-02-01
411734,2018,3,0,0,0.0,0,0,2018-03-01
411734,2018,4,0,0,0.0,0,0,2018-04-01
411734,2018,5,0,0,0.0,0,0,2018-05-01
411734,2018,6,0,0,0.0,0,0,2018-06-01
411734,2018,7,0,0,0.0,0,0,2018-07-01
411734,2018,8,0,0,0.0,0,0,2018-08-01
411734,2018,9,0,0,0.0,0,0,2018-09-01
411734,2018,10,0,0,0.0,0,0,2018-10-01
411734,2018,11,0,0,0.0,0,0,2018-11-01
411734,2018,12,0,0,0.0,0,0,2018-12-01
411744,2017,1,0,0,0.0,0,0,2017-01-01
411744,2017,2,1,2231,2231.0,0,0,2017-02-01
411744,2017,3,0,0,0.0,0,0,2017-03-01
411744,2017,4,0,0,0.0,0,0,2017-04-01
411744,2017,5,4,4960,4960.0,0,0,2017-05-01
411744,2017,6,0,0,0.0,0,0,2017-06-01
411744,2017,7,4,8464,8464.0,0,0,2017-07-01
411744,2017,8,0,0,0.0,0,0,2017-08-01
411744,2017,9,0,0,0.0,0,0,2017-09-01
411744,2017,10,0,0,0.0,0,0,2017-10-01
411744,2017,11,2,3596,3596.0,0,0,2017-11-01
411744,2017,12,2,1874,1874.0,387,70,2017-12-01
411744,2018,1,1,2063,2063.0,0,0,2018-01-01
411744,2018,2,0,0,0.0,0,0,2018-02-01
411744,2018,3,0,0,0.0,0,0,2018-03-01
411744,2018,4,2,3690,3690.0,377,68,2018-04-01
411744,2018,5,0,0,0.0,0,0,2018-05-01
411744,2018,6,6,5484,5484.0,0,0,2018-06-01
411744,2018,7,0,0,0.0,0,0,2018-07-01
411744,2018,8,0,0,0.0,0,0,2018-08-01
411744,2018,9,4,6352,6352.0,0,0,2018-09-01
411744,2018,10,2,2064,2064.0,0,0,2018-10-01
411744,2018,11,0,0,0.0,0,0,2018-11-01
411744,2018,12,5,11995,11995.0,0,0,2018-12-01
411876,2017,1,0,0,0.0,0,0,2017-01-01
411876,2017,2,1,1257,1257.0,533,96,2017-02-01
411876,2017,3,0,0,0.0,0,0,2017-03-01
411876,2017,4,4,3880,3880.0,0,0,2017-04-01
411876,2017,5,2,2610,2610.0,0,0,2017-05-01
411876,2017,6,2,1712,1712.0,0,0,2017-06-01
411876,2017,7,1,2258,2258.0,0,0,2017-07-01
411876,2017,8,3,2997,2997.0,0,0,2017-08-01
411876,2017,9,4,2900,2900.0,0,0,2017-09-01
411876,2017,10,0,0,0.0,0,0,2017-10-01
411876,2017,11,0,0,0.0,0,0,2017-11-01
411876,2017,12,4,2200,2200.0,0,0,2017-12-01
411876,2018,1,3,5736,5736.0,0,0,2018-01-01
411876,2018,2,0,0,0.0,0,0,2018-02-01
411876,2018,3,0,0,0.0,0,0,2018-03-01
411876,2018,4,0,0,0.0,0,0,2018-04-01
411876,2018,5,1,1474,1474.0,0,0,2018-05-01
411876,2018,6,1,1143,1143.0,0,0,2018-06-01
411876,2018,7,5,3505,3505.0,0,0,2018-07-01
411876,2018,8,4,7032,7032.0,447,80,2018-08-01
411876,2018,9,4,4004,4004.0,0,0,2018-09-01
411876,2018,10,0,0,0.0,0,0,2018-10-01
411876,2018,11,2,4654,4654.0,322,58,2018-11-01
411876,2018,12,5,10980,10980.0,0,0,2018-12-01
411897,2017,1,2,1662,1662.0,0,0,2017-01-01
411897,2017,2,0,0,0.0,0,0,2017-02-01
411897,2017,3,0,0,0.0,0,0,2017-03-01
411897,2017,4,3,3042,3042.0,0,0,2017-04-01
411897,2017,5,0,0,0.0,0,0,2017-05-01
411897,2017,6,5,5065,5065.0,715,129,2017-06-01
411897,2017,7,2,2274,2274.0,780,140,2017-07-01
411897,2017,8,0,0,0.0,0,0,2017-08-01
411897,2017,9,0,0,0.0,0,0,2017-09-01
411897,2017,10,0,0,0.0,0,0,2017-10-01
411897,2017,11,0,0,0.0,0,0,2017-11-01
411897,2017,12,0,0,0.0,0,0,2017-12-01
411897,2018,1,4,7336,7336.0,0,0,2018-01-01
411897,2018,2,1,1614,1614.0,0,0,2018-02-01
411897,2018,3,3,3927,3927.0,0,0,2018-03-01
411897,2018,4,4,4752,4752.0,0,0,2018-04-01
411897,2018,5,3,6285,6285.0,0,0,2018-05-01
411897,2018,6,0,0,0.0,0,0,2018-06-01
411897,2018,7,0,0,0.0,0,0,2018-07-01
411897,2018,8,1,954,954.0,0,0,2018-08-01
411897,2018,9,0,0,0.0,0,0,2018-09-01
411897,2018,10,0,0,0.0,0,0,2018-10-01
411897,2018,11,2,2940,2940.0,0,0,2018-11-01
411897,2018,12,0,0,0.0,0,0,2018-12-01
412024,2017,1,0,0,0.0,0,0,2017-01-01
412024,2017,2,4,9028,9028.0,0,0,2017-02-01
412024,2017,3,2,3840,3840.0,0,0,2017-03-01
412024,2017,4,2,3462,3462.0,419,75,2017-04-01
412024,2017,5,0,0,0.0,0,0,2017-05-01
412024,2017,6,1,669,669.0,0,0,2017-06-01
412024,2017,7,0,0,0.0,0,0,2017-07-01
412024,2017,8,2,4396,4396.0,0,0,2017-08-01
412024,2017,9,4,6156,6156.0,0,0,2017-09-01
412024,2017,10,2,3106,3106.0,0,0,2017-10-01
412024,2017,11,2,2024,2024.0,0,0,2017-11-01
412024,2017,12,1,1286,1286.0,0,0,2017-12-01
412024,2018,1,3,3378,3378.0,0,0,2018-01-01
412024,2018,2,0,0,0.0,0,0,2018-02-01
412024,2018,3,2,4010,4010.0,0,0,2018-03-01
412024,2018,4,1,719,719.0,0,0,2018-04-01
412024,2018,5,3,4581,4581.0,0,0,2018-05-01
412024,2018,6,0,0,0.0,0,0,2018-06-01
412024,2018,7,0,0,0.0,0,0,2018-07-01
412024,2018,8,0,0,0.0,0,0,2018-08-01
412024,2018,9,3,1833,1833.0,596,107,2018-09-01
412024,2018,10,2,4754,4754.0,0,0,2018-10-01
412024,2018,11,1,967,967.0,0,0,2018-11-01
412024,2018,12,5,4395,4395.0,0,0,2018-12-01
412133,2017,1,1,717,717.0,0,0,2017-01-01
412133,2017,2,3,3747,3747.0,0,0,2017-02-01
412133,2017,3,2,4798,4798.0,0,0,2017-03-01
412133,2017,4,0,0,0.0,0,0,2017-04-01
412133,2017,5,0,0,0.0,0,0,2017-05-01
412133,2017,6,6,10428,10428.0,0,0,2017-06-01
412133,2017,7,5,3335,3335.0,0,0,2017-07-01
412133,2017,8,3,4347,4347.0,0,0,2017-08-01
412133,2017,9,0,0,0.0,0,0,2017-09-01
412133,2017,10,1,705,705.0,0,0,2017-10-01
412133,2017,11,0,0,0.0,0,0,2017-11-01
412133,2017,12,3,1770,1770.0,0,0,2017-12-01
412133,2018,1,0,0,0.0,504,91,2018-01-01
412133,2018,2,0,0,0.0,0,0,2018-02-01
412133,2018,3,2,2970,2970.0,0,0,2018-03-01
412133,2018,4,1,2240,2240.0,0,0,2018-04-01
412133,2018,5,3,1713,1713.0,0,0,2018-05-01
412133,2018,6,6,8694,8694.0,0,0,2018-06-01
412133,2018,7,3,6333,6333.0,0,0,2018-07-01
412133,2018,8,3,2907,2907.0,0,0,2018-08-01
412133,2018,9,0,0,0.0,0,0,2018-09-01
412133,2018,10,0,0,0.0,0,0,2018-10-01
412133,2018,11,0,0,0.0,0,0,2018-11-01
412133,2018,12,0,0,0.0,485,87,2018-12-01
412186,2017,1,3,5691,5691.0,0,0,2017-01-01
412186,2017,2,3,6378,6378.0,0,0,2017-02-01
412186,2017,3,3,7290,7290.0,0,0,2017-03-01
412186,2017,4,0,0,0.0,0,0,2017-04-01
412186,2017,5,2,4478,4478.0,0,0,2017-05-01
412186,2017,6,0,0,0.0,0,0,2017-06-01
412186,2017,7,1,1035,1035.0,0,0,2017-07-01
412186,2017,8,3,7359,7359.0,522,94,2017-08-01
412186,2017,9,4,8120,8120.0,0,0,2017-09-01
412186,2017,10,4,5588,5588.0,0,0,2017-10-01
412186,2017,11,4,4660,4660.0,0,0,2017-11-01
412186,2017,12,4,9120,9120.0,0,0,2017-12-01
412186,2018,1,1,1066,1066.0,0,0,2018-01-01
412186,2018,2,1,1650,1650.0,0,0,2018-02-01
412186,2018,3,3,1530,1530.0,0,0,2018-03-01
412186,2018,4,0,0,0.0,0,0,2018-04-01
